org_name,org_uuid,founder_linkedin_url
Adrestia Therapeutics,e1c023c2-bfda-44ae-b401-0b3caa4aff43,https://www.linkedin.com/in/dr-yaron-galanty-0b365784
Adrestia Therapeutics,e1c023c2-bfda-44ae-b401-0b3caa4aff43,https://www.linkedin.com/in/gabriel-balmus-17aa5843/
Adrestia Therapeutics,e1c023c2-bfda-44ae-b401-0b3caa4aff43,https://www.linkedin.com/in/stephen-jackson-5aa234122/
Adverity,56080191-2938-9e5c-e70f-74bcb4c4f84e,https://www.linkedin.com/in/andreasglaenzer
Adverity,56080191-2938-9e5c-e70f-74bcb4c4f84e,https://www.linkedin.com/in/aigelsboeck
Adverity,56080191-2938-9e5c-e70f-74bcb4c4f84e,https://www.linkedin.com/in/martin-brunthaler
Aerin Medical,c37e637a-bcdd-8c95-b0f1-08c92a6ef024,https://www.linkedin.com/in/sjwolf
Aetion,aef45b98-df97-576d-06e7-ccd439be5f8e,https://www.linkedin.com/in/sebastian-schneeweiss-23932ab2/
Aetion,aef45b98-df97-576d-06e7-ccd439be5f8e,https://www.linkedin.com/in/jeremy-rassen-952b4330
Aetion,aef45b98-df97-576d-06e7-ccd439be5f8e,https://www.linkedin.com/in/allon-rauer-64222/
Aeva,43148b6b-e00b-5339-ca65-971b1228c0b1,https://www.linkedin.com/in/soroushs
Aeva,43148b6b-e00b-5339-ca65-971b1228c0b1,https://www.linkedin.com/in/mina-rezk-80632a3
"Affera, Inc.",039b0a20-89a2-4411-9d55-63c01b444708,https://www.linkedin.com/in/doron-harlev-b78260
Affini-T Therapeutics,5d39e858-d846-4b9e-8e5a-944051f34581,https://www.linkedin.com/in/drarjungoyal
Affini-T Therapeutics,5d39e858-d846-4b9e-8e5a-944051f34581,https://www.linkedin.com/in/jak-knowles-8b0bb83b
Affinivax,1e9d4748-ecaa-be78-8686-7e39fb3485a3,https://www.linkedin.com/in/richard-malley-62682386/
Affinivax,1e9d4748-ecaa-be78-8686-7e39fb3485a3,https://www.linkedin.com/in/george-siber-b194516
Affirm,a88ad535-ebd4-02ab-3f45-8902997d4437,https://www.linkedin.com/in/maxlevchin/
Afterpay,73dcd501-3e89-471b-9c34-b7a77ecabb1f,https://www.linkedin.com/in/nick-molnar-478a642a/
Afterpay,73dcd501-3e89-471b-9c34-b7a77ecabb1f,https://www.linkedin.com/in/anthony-eisen-a8613814/
Agile Robots AG,20885962-6777-4fd3-a4bc-c39e36e658da,https://www.linkedin.com/in/zhaopeng-chen-b82804100/
Agility Robotics,d3280aba-4b61-6e7d-655d-0988cc3bbd40,https://www.linkedin.com/in/jonathan-hurst-b9037a5/
Agora.io,c5fda600-96e3-3a3d-4e1a-112e994a5f9b,https://www.linkedin.com/in/listerine/
Agora.io,c5fda600-96e3-3a3d-4e1a-112e994a5f9b,https://www.linkedin.com/in/tozhao/
Aibee,33885a3e-b133-4557-a1cc-64e2d5e2ead3,https://www.linkedin.com/in/yuanqing-lin-8666789/
Aidoc,c50a4b0c-8c71-4249-6ed7-4a376f2c1831,https://www.linkedin.com/in/gal-yaniv-54775837
Aidoc,c50a4b0c-8c71-4249-6ed7-4a376f2c1831,https://www.linkedin.com/in/michael-b-braginsky-72885616
Aidoc,c50a4b0c-8c71-4249-6ed7-4a376f2c1831,https://www.linkedin.com/in/guy-reiner-6173a431
Aidoc,c50a4b0c-8c71-4249-6ed7-4a376f2c1831,https://www.linkedin.com/in/elad-walach-b3439613
Aimmune Therapeutics,dd1036ba-1dad-1b64-fe2f-c3b1b05c1383,https://www.linkedin.com/in/bryan-walser-md-jd-503273/
AirTrunk,b3758fbe-21b4-c298-9493-e1a2dcc109d9,https://www.linkedin.com/in/robinkhuda/
Airbase,a882136a-ca5b-44a4-9a54-03d3a37cb690,https://www.linkedin.com/in/thejo
Airbyte,2e57ec62-4182-4378-b4da-1272a233b3bb,https://www.linkedin.com/in/micheltricot
Airbyte,2e57ec62-4182-4378-b4da-1272a233b3bb,https://www.linkedin.com/in/jeanhenrilafleur
Aircall,620ec841-253e-93d2-e415-a5b8067c4e76,https://www.linkedin.com/in/xdurand
Aircall,620ec841-253e-93d2-e415-a5b8067c4e76,https://www.linkedin.com/pub/olivier-pailhes/0/443/50a
Aircall,620ec841-253e-93d2-e415-a5b8067c4e76,https://www.linkedin.com/pub/jonathan-anguelov/11/466/143
Aireon,d621618e-10f6-8f9c-cb9c-fe5532b28e9f,http://www.linkedin.com/pub/alan-khalili/6/638/b8b
Airtable,bb5d3c50-f018-2c59-8e40-3d0ae3fd013b,http://www.linkedin.com/in/howieliu
Airtable,bb5d3c50-f018-2c59-8e40-3d0ae3fd013b,https://www.linkedin.com/in/aofstad/
Airtable,bb5d3c50-f018-2c59-8e40-3d0ae3fd013b,https://www.linkedin.com/in/emmett-nicholas-7221ba25
Airwallex,5b570165-258d-9bae-8e4a-d3cf41ada5f5,https://www.linkedin.com/in/jack-zhang-05200222
Airwallex,5b570165-258d-9bae-8e4a-d3cf41ada5f5,https://www.linkedin.com/in/awxlucy/
Aisera,d91f71a5-5cbd-49f7-b5e1-694fee7aca8a,https://www.linkedin.com/in/ctryfonas/
Aiven,a354017d-4e0f-ab81-651d-dcf8d37538fc,https://www.linkedin.com/in/oskarisaarenmaa/
Ajaib,6f6c82df-7a91-45e7-8e8d-bc2427a36614,https://www.linkedin.com/in/andersonsumarli/
Ajaib,6f6c82df-7a91-45e7-8e8d-bc2427a36614,https://www.linkedin.com/in/yada-piyajomkwan-88713865
Ajax Health,2926c73b-45cc-2e8e-9f67-ac996689d3a1,https://www.linkedin.com/in/duke-rohlen-7610a2a
Akeneo,264c339f-0922-284d-df98-856aff927e28,https://www.linkedin.com/in/fredericdegombert/
Akeneo,264c339f-0922-284d-df98-856aff927e28,https://www.linkedin.com/in/benoit-jacquemont-657aba9
Akeneo,264c339f-0922-284d-df98-856aff927e28,http://www.linkedin.com/in/yoavkutner
Akeneo,264c339f-0922-284d-df98-856aff927e28,https://www.linkedin.com/in/nicolasdupontakeneo
Akoya Biosciences,e4d6ac3c-517b-44cb-912f-2a7c60c3b005,https://www.linkedin.com/in/nikolay-samusik-50a96216/
Akoya Biosciences,e4d6ac3c-517b-44cb-912f-2a7c60c3b005,https://www.linkedin.com/in/yuri-goltsev-7442b552
Akoya Biosciences,e4d6ac3c-517b-44cb-912f-2a7c60c3b005,https://www.linkedin.com/in/garry-nolan-0b4315
Aktis Oncology,c7329ed6-7249-48eb-a5f7-9d8ffc98743c,https://www.linkedin.com/in/brian-goodman-8753a13/
Alan,9067f314-ed34-dec5-4591-6389d50dd615,https://www.linkedin.com/in/charles-gorintin-12bb1119/
Alan,9067f314-ed34-dec5-4591-6389d50dd615,https://www.linkedin.com/in/jcsamuelian
Alation,00e68e6e-a157-3be8-20b7-55e84f5d8719,http://www.linkedin.com/in/ssangani/
Alation,00e68e6e-a157-3be8-20b7-55e84f5d8719,https://www.linkedin.com/in/venky-ganti-2679a2/
Alation,00e68e6e-a157-3be8-20b7-55e84f5d8719,https://www.linkedin.com/in/akalb/en/
AlayaCare,7b8c7cfe-b372-d8c0-4341-247734297de1,https://www.linkedin.com/in/neilgrunberg/
AlayaCare,7b8c7cfe-b372-d8c0-4341-247734297de1,https://www.linkedin.com/in/bradymurphy/
Albert,11250a22-d91b-c828-6ccf-30698cde291d,https://www.linkedin.com/in/andrzej-baraniak-2195b71/
Alchemy,f2d525ad-0878-46c5-8e62-70dbb199aeb9,https://www.linkedin.com/in/nikil-viswanathan-1899693
Alector,9dd3b221-ff3b-bdb8-34da-7774e6510b63,https://www.linkedin.com/in/asa-abeliovich-59735a5
Alector,9dd3b221-ff3b-bdb8-34da-7774e6510b63,https://www.linkedin.com/in/arnon-rosenthal-phd-676b928
Aledade,05f93a1b-1bcf-e92c-6960-e16d73b20347,https://www.linkedin.com/in/farzad-mostashari-933210/
Aledade,05f93a1b-1bcf-e92c-6960-e16d73b20347,https://www.linkedin.com/in/mat-kendall-460ba91/
Aledia,74082411-5e66-41da-1992-7ff821f9e877,https://www.linkedin.com/in/giorgio-anania-73ab083/
Aledia,74082411-5e66-41da-1992-7ff821f9e877,https://www.linkedin.com/in/philippe-gilet-9a68a825/
Aledia,74082411-5e66-41da-1992-7ff821f9e877,https://www.linkedin.com/in/xavier-hugon-abba3739/
Aleo,20727e56-b4c0-4061-89ae-e85df1b5673f,https://www.linkedin.com/in/raymond-chu
Aleo,20727e56-b4c0-4061-89ae-e85df1b5673f,https://www.linkedin.com/in/1howardwu
Algolia,3728db50-1965-e3a0-72b8-d78de61cb2d8,http://www.linkedin.com/in/julienlemoine
Algolia,3728db50-1965-e3a0-72b8-d78de61cb2d8,http://www.linkedin.com/in/nicolasdessaigne/
Alice,1db7ae93-cf43-4d5c-b285-56d694dd8d5d,https://www.linkedin.com/in/matheus-moraes-8855a014
Alice,1db7ae93-cf43-4d5c-b285-56d694dd8d5d,https://www.linkedin.com/in/andreflorence
Alif Semiconductor,f62548cf-83b8-4790-8808-58130167ab52,https://www.linkedin.com/in/reza-kazerounian/
Alignment Health,11caea18-79e5-dd99-1f41-e90e60a3a982,https://www.linkedin.com/in/johnkao1
Aligos Therapeutics,a50304f0-84ef-4cb1-8eb1-a5e80fb701eb,https://www.linkedin.com/in/lawrence-m-blatt-065b2a192
AliveCor,a4da019b-2bc6-f3ef-4d81-f851ee6c2925,http://www.linkedin.com/in/drdavealbert
Alladapt Immunotherapeutics,bc776df0-1119-4e11-94ee-de0a560a476a,http://www.linkedin.com/pub/ashley-dombkowski/44/656/678
Allbirds,cc471aff-e7e7-c9ac-99f6-db772d53e31d,https://www.linkedin.com/in/jzwillinger/
Allbirds,cc471aff-e7e7-c9ac-99f6-db772d53e31d,https://www.linkedin.com/in/timbrown64
Allica Bank,f636050d-b648-47de-8d67-5da984c462d6,https://www.linkedin.com/in/jason-scott-b9b0592b/
AlloVir,57a88f1c-8b68-2cc2-d2d3-33b1820b618a,https://www.linkedin.com/in/john-wilson-b778884/
AlloVir,57a88f1c-8b68-2cc2-d2d3-33b1820b618a,https://www.linkedin.com/in/ann-leen-49888916a/
Alloy,3467032f-399d-8386-1f06-f6cf7f05e475,https://www.linkedin.com/in/laura-spiekerman-7306065/
Alloy,3467032f-399d-8386-1f06-f6cf7f05e475,https://www.linkedin.com/in/charleshearn/
Alma,f9ae1498-8e14-4578-8f8b-64aa14cf3109,https://fr.linkedin.com/in/louischatriot
Alma,733d057f-f1e3-46cb-8701-3702397d245a,https://www.linkedin.com/in/harryritter/
AlphaCredit,06a705b6-d80c-49e9-afdf-45da1bb03584,https://www.linkedin.com/in/jorozco1/
AlphaCredit,06a705b6-d80c-49e9-afdf-45da1bb03584,https://www.linkedin.com/in/aualvarez/
AlphaSense,952a1924-e54d-db73-b979-4badd89df946,http://www.linkedin.com/in/jkokko
Alphawave IP,0aa2b81b-8386-4b21-a27b-e44813803cd3,https://www.linkedin.com/in/tony-pialis-8500b42
Alto Pharmacy,4e3c07b0-287c-cae3-06e6-73d08da6660a,https://www.linkedin.com/in/mattieuga/
Alto Pharmacy,4e3c07b0-287c-cae3-06e6-73d08da6660a,https://www.linkedin.com/in/jamiekarraker/
Alturus,8d356453-796e-4bd0-9d07-9e30d920ae50,https://www.linkedin.com/in/chayes102/
Alturus,8d356453-796e-4bd0-9d07-9e30d920ae50,https://www.linkedin.com/in/charles-esdaile-a639694
Amarenco,ee9aa3fd-ad0e-0f66-5dc9-e2d06e2d3ba2,https://www.linkedin.com/in/jpemul06
Amber Group,2ef4bd71-5e1b-45bf-ae25-401cf857562c,https://www.linkedin.com/in/thomas-z-57868b37/
Amber Group,2ef4bd71-5e1b-45bf-ae25-401cf857562c,https://www.linkedin.com/in/junwei-huo-46115b2b/
Amber Group,2ef4bd71-5e1b-45bf-ae25-401cf857562c,https://www.linkedin.com/in/peijiuli
Amber Group,2ef4bd71-5e1b-45bf-ae25-401cf857562c,https://www.linkedin.com/in/michael-wu-8583a820/
Amber Group,2ef4bd71-5e1b-45bf-ae25-401cf857562c,https://www.linkedin.com/in/tony-yuhao-he-330b6559
Ambiq Micro,b7ac3291-75e4-5029-9800-48372d721af3,https://www.linkedin.com/in/david-blaauw-4140981/
Ambiq Micro,b7ac3291-75e4-5029-9800-48372d721af3,https://www.linkedin.com/in/scott-hanson-82707b7
Ambiq Micro,b7ac3291-75e4-5029-9800-48372d721af3,https://www.linkedin.com/in/dennis-sylvester-68a938/
Ambri,173778d0-0540-7aae-ff54-d157528c33c9,https://www.linkedin.com/in/david-bradwell-5691b84
Ambys Medicines,f9273234-3272-4ce3-a118-307e6085381f,https://www.linkedin.com/in/markus-grompe-m-d-66211273/
Ampere Computing,31275370-ee68-4dc7-a41b-e40fba2b4837,https://www.linkedin.com/in/renee-j-james-64182424/
Ampla Technologies,06ad3dea-6e56-460c-bcc5-98e3971c3f71,https://www.linkedin.com/in/asantomo/
Ample,af1737a9-8009-48e0-981f-f0267dec6b70,http://www.linkedin.com/in/johndesouza1
Ample,af1737a9-8009-48e0-981f-f0267dec6b70,https://www.linkedin.com/in/khassounah/
Amplify Snack Brands,24f87463-62d5-df96-2916-aa37b78b55d5,https://www.linkedin.com/in/pamela-netzky-571b08126
Amplify Snack Brands,24f87463-62d5-df96-2916-aa37b78b55d5,https://www.linkedin.com/in/jason-cohen-8963199
Amplitude,0fef70cb-af81-c9b6-b9e0-aa5fc3b50829,https://www.linkedin.com/in/spenserskates
Amplitude,0fef70cb-af81-c9b6-b9e0-aa5fc3b50829,https://www.linkedin.com/in/jeffreyw314159/
Amplitude,0fef70cb-af81-c9b6-b9e0-aa5fc3b50829,http://www.linkedin.com/in/curtisliu
Amylyx Pharmaceuticals,b29878fa-8716-a771-2efa-7d6cbc83d11c,https://www.linkedin.com/in/joshua-cohen-87791a45
Anaveon,a6d97254-3c11-4d91-b258-bf9cf27ddda2,https://www.linkedin.com/in/onur-boyman-48722413/
Anchorage Digital,613f217e-5656-44e9-833b-c103d6dcf542,https://www.linkedin.com/in/diogomonica
Anchorage Digital,613f217e-5656-44e9-833b-c103d6dcf542,https://www.linkedin.com/in/nathanmccauley
Andela,db370339-02d3-ceba-6515-f6357697a7be,https://www.linkedin.com/in/jeremiahjohnson
Andela,db370339-02d3-ceba-6515-f6357697a7be,https://www.linkedin.com/in/christina-sass-a23b2911/
Anduril Industries,41d91de0-370f-41c9-84f9-0879b1b9c7a1,https://www.linkedin.com/in/mttgrmm/
Anduril Industries,41d91de0-370f-41c9-84f9-0879b1b9c7a1,https://www.linkedin.com/in/palmer-luckey-21a16959/
Anduril Industries,41d91de0-370f-41c9-84f9-0879b1b9c7a1,https://www.linkedin.com/in/bschimpf/
AngelList Talent,55d02c5a-f0d6-f70f-1a04-832633cfce2a,http://www.linkedin.com/in/navalr
Ankorstore,b0dd01a6-8a6c-41fc-a99e-11306874c0f1,https://www.linkedin.com/in/nicolasdaudiffret
Ankorstore,b0dd01a6-8a6c-41fc-a99e-11306874c0f1,https://www.linkedin.com/in/pierre-louis-lacoste-a5824410
Ankorstore,b0dd01a6-8a6c-41fc-a99e-11306874c0f1,https://www.linkedin.com/in/mathieualengrin
Ankorstore,b0dd01a6-8a6c-41fc-a99e-11306874c0f1,https://www.linkedin.com/in/nicolascohen
Anthropic,e10aaff2-4d89-46d4-820b-b4f64b8d42ca,https://www.linkedin.com/in/dario-amodei-3934934
Antios Therapeutics,12975641-17c2-4ff9-9097-8326a1a92a03,https://www.linkedin.com/in/douglas-mayers-b7739611
Anyscale,e9a9f51f-397b-4d12-b617-af2a030cd057,https://www.linkedin.com/in/robert-nishihara-b6465444/
Anyscale,e9a9f51f-397b-4d12-b617-af2a030cd057,https://www.linkedin.com/in/michael-jordan-767032125/
Anyscale,e9a9f51f-397b-4d12-b617-af2a030cd057,https://www.linkedin.com/in/ionstoica/
Apeel Sciences,06e95860-73b8-a874-22c1-6019a8ef9b9a,https://www.linkedin.com/in/james-rogers-801a572a/
Apex International Energy,ea57adc3-f010-4fac-8bdf-b75bd781700b,https://www.linkedin.com/in/roger-plank-479ba7130/
Apna,41632eec-95ae-4da9-acc2-c9a780dc8e83,https://in.linkedin.com/in/tanmaydesai89
Apna,41632eec-95ae-4da9-acc2-c9a780dc8e83,http://www.linkedin.com/pub/nirmit-parikh/7/938/679
Apollo,4566066a-b152-c672-0455-5cf0638d92f2,https://www.linkedin.com/in/n1mmy
Apollo,4566066a-b152-c672-0455-5cf0638d92f2,https://www.linkedin.com/in/gschmidt
Apollo,4566066a-b152-c672-0455-5cf0638d92f2,https://www.linkedin.com/in/debergalis
Apollo.io,5d8fba29-316e-c654-ec91-bfbd488f8f56,https://www.linkedin.com/in/raysiruili
Apollo.io,5d8fba29-316e-c654-ec91-bfbd488f8f56,http://www.linkedin.com/in/royychung
Apollo.io,5d8fba29-316e-c654-ec91-bfbd488f8f56,https://www.linkedin.com/in/tim-zheng-677ba010/
Apollomics,904a1a72-e1b4-4888-bace-6c20529a5c0a,https://www.linkedin.com/in/sanjeev-redkar-4554634
Apollomics,904a1a72-e1b4-4888-bace-6c20529a5c0a,https://www.linkedin.com/in/guo-liang-yu-4659b63
AppHarvest,ba2fccb9-6a62-41e2-9a02-09d129bb6ead,https://www.linkedin.com/in/jonathanwebbinfo/
AppLovin,69201f36-7ca3-86a1-80ad-50d20e534b09,http://www.linkedin.com/in/johnkrystynak
AppLovin,69201f36-7ca3-86a1-80ad-50d20e534b09,https://www.linkedin.com/in/andrewkaram/
AppLovin,69201f36-7ca3-86a1-80ad-50d20e534b09,https://www.linkedin.com/in/adamforoughi
Applied Intuition,a004479d-5b5d-467e-87ba-e2d4509fce3c,https://www.linkedin.com/in/qasar
Applied Intuition,a004479d-5b5d-467e-87ba-e2d4509fce3c,https://www.linkedin.com/in/peterwludwig/
ApplyBoard,41eed535-9899-22f6-5c6f-a7d41d2f3791,https://www.linkedin.com/in/metibasiri/
ApplyBoard,41eed535-9899-22f6-5c6f-a7d41d2f3791,https://www.linkedin.com/in/massibasiri
ApplyBoard,41eed535-9899-22f6-5c6f-a7d41d2f3791,https://www.linkedin.com/in/martinbasiri
AppsFlyer,7ea89890-7a77-8916-a345-a437a2e4b576,http://www.linkedin.com/in/reshefm
AppsFlyer,7ea89890-7a77-8916-a345-a437a2e4b576,https://www.linkedin.com/in/orenkaniel
